14.4592243268206;46.1002035971374;804051;Vižmarje;false
14.4663668666688;46.0954698851690;804041;Šentvid;true
14.4653547563056;46.0966915278023;804042;Šentvid;true
14.4692993577114;46.0925702680057;804031;Podgora;false
14.4691406660577;46.0935450967278;804032;Podgora;false
14.4716311635353;46.0899100233210;804021;Prušnikova;false
14.4713579672898;46.0907175876449;804022;Prušnikova;false
14.4740952834977;46.0870811635291;804011;Trata;false
14.4746134585934;46.0871662820164;804012;Trata;false
14.4776295445231;46.0835784412999;803041;Dravlje;false
14.4783480068958;46.0835599023968;803042;Dravlje;false
14.4802981654157;46.0797182553747;803031;Kompas;false
14.4807016995688;46.0798333635307;803032;Kompas;false
14.4822732496708;46.0769346799793;803021;Avtomontaža;false
14.4824498264085;46.0773180697392;803022;Avtomontaža;false
14.4862110955774;46.0731809882551;803011;Slovenija avto;false
14.4855071825561;46.0743539437374;803014;Remiza;true
14.4894110025265;46.0698036744977;802021;Kino Šiška;true
14.4901724647614;46.0693495171645;802022;Kino Šiška;true
14.4943382197834;46.0640674962697;802011;Stara cerkev;true
14.4942089544609;46.0650025718064;802012;Stara cerkev;true
14.4973438354549;46.0603002787038;801011;Tivoli;false
14.4979610166072;46.0600747882683;801012;Tivoli;false
14.5021841477705;46.0557787581719;700011;Kolizej;true
14.5020019817606;46.0563699710505;700012;Hotel Lev;true
14.5028118794508;46.0510485904068;601012;Konzorcij;true
14.5035789582228;46.0521648812245;601011;Pošta;true
14.5017333205319;46.0488142650673;602022;Drama;true
14.5021239009244;46.0489786307716;602021;Drama;false
14.4993791192346;46.0466733978688;602052;Aškerčeva;true
14.4986925771970;46.0466149021947;602051;Aškerčeva;true
14.4935786010422;46.0470755662802;602042;Tobačna;true
14.4944646192484;46.0469033031607;602041;Tobačna;true
14.4898799931660;46.0458430605145;602032;Hajdrihova;false
14.4904055379179;46.0455252626750;602031;Hajdrihova;false
14.4892784678837;46.0422488747526;603012;Jadranska;false
14.4886758245036;46.0437795777789;603011;Jadranska;false
14.4898329587134;46.0403670659872;603022;Gerbičeva;false
14.4900057577242;46.0407648558072;603021;Gerbičeva;false
14.4892577226481;46.0366909125103;603032;Krimska;false
14.4897181962958;46.0365812948747;603031;Krimska;false
14.4839099801713;46.0358530384376;603042;Koprska;false
14.4845342445523;46.0353959724272;603041;Koprska;false
14.4829498976987;46.0378948392426;603051;Mestni log;false
14.5294055667880;46.0635014696576;202051;Zelena jama;false
14.5292756102799;46.0656264017280;203011;Pokopališka;false
14.5290011802691;46.0656090130998;203012;Pokopališka;false
14.5272767513117;46.0669620118359;202061;Žale;true
14.5276637870277;46.0668989446310;202062;Žale;true
14.5243578154065;46.0626691785687;202041;Savsko naselje;false
14.5248539328520;46.0627649957494;202042;Savsko naselje;false
14.5206843510052;46.0594833988470;202011;Viadukt;false
14.5211296660527;46.0594710468180;202012;Viadukt;false
14.5183160715773;46.0574425241050;301011;Friškovec;false
14.5167482582541;46.0574878665168;301012;Friškovec;false
14.5094296324936;46.0577343087827;300011;Kolodvor;false
14.5109627482171;46.0574747093719;300012;Kolodvor;false
14.5052894175916;46.0563416912914;600012;Bavarski dvor (Kozolec);true
14.5056766609677;46.0566911888402;600011;Bavarski dvor (Korabar);true
14.5147725070593;46.0505552898975;502011;Poljanska;false
14.5156647031503;46.0500317413051;502012;Poljanska;false
14.5205554330943;46.0524267760194;402031;Klinični center;true
14.5209650400139;46.0523047836622;402032;Klinični center;true
14.5282085175713;46.0543085654282;402041;Bolnica;false
14.5289485995372;46.0542549933401;402042;Bolnica;false
14.5344568660752;46.0558777600207;303011;Tržnica Moste;true
14.5339650999744;46.0554975381072;303012;Tržnica Moste;true
14.5395127552736;46.0561411194173;303021;Zaloška;false
14.5407996229684;46.0565607337641;303022;Kajuhova;false
14.5394172706079;46.0607297647120;203062;Tovorni kolodvor;false
14.5391211009896;46.0614408098368;203061;Tovorni kolodvor;false
14.5364808386361;46.0639666638168;203052;Kavčičeva;false
14.5359051136220;46.0640695390938;203051;Kavčičeva;false
14.5320453199363;46.0633347305643;203022;Rožičeva;false
14.5317005640753;46.0633447391051;203021;Rožičeva;false
14.5331737966290;46.0667535149744;203041;Šola Jarše;false
14.5345499734436;46.0671498839754;203042;Šola Jarše;false
14.5366875508196;46.0684510441875;203091;Jarše;false
14.5387445215647;46.0687318055859;203092;Jarše;false
14.5399354977784;46.0692253015597;203101;Kodrova;false
14.5414942639509;46.0691507508133;203102;Kodrova;false
14.5452580430306;46.0699275349816;203151;Žito;true
14.5467393442049;46.0698226895654;203152;Žito;true
14.5484280325217;46.0703746047442;203161;Nove Jarše-Šmartinska;false
14.5515665144951;46.0698108442042;203171;Nove Jarše;false
14.4897878646969;46.0768907967737;803053;Litostroj;false
14.4864309997404;46.0739381204314;803012;Slovenija avto;false
14.5016451401323;46.0462959189535;602061;Križanke;false
14.5021824108121;46.0459610063461;602062;Križanke;false
14.5063616966418;46.0459373831064;602101;Gornji trg;true
14.5064869358443;46.0457408698752;602102;Gornji trg;true
14.5113775201499;46.0440087305618;602111;Privoz;false
14.5116395329957;46.0436871390557;602112;Privoz;false
14.5171085645323;46.0393406347181;503011;Strelišče;true
14.5176450608338;46.0386440849511;503012;Strelišče;true
14.5229852606273;46.0362256086500;503021;Rakovnik;false
14.5237769348064;46.0356131885114;503022;Rakovnik;false
14.5292418855100;46.0321902788228;503031;Akademija;false
14.5290982905482;46.0320795364951;503032;Akademija;false
14.5326557210190;46.0299221276014;503041;Peruzzijeva;false
